bioguide id,name,state,role,education
,Firstname Lastname,State (Unabbreviated),Role (Unabbreviated),"School (Unabbreviated), Degree (Abbreviated), Year; ..."
,,,,
S001198,Dan Sullivan,Alaska,Senator,"graduated Culver Military Academy, Culver, Ind., 1983; B.A., Harvard University, 1987; M.F.S. and J.D., Georgetown University, 1993; United States Marine Corps 1993-1997; United States Marine Corps Reserves 1997-present, attaining the rank of lieutenant colonel"
M001153,Lisa Murkowski,Alaska,Senator,"attended public schools in Fairbanks, AK; attended Willamette University in Salem, Oregon, 1975-1977; B.A. in Economics, Georgetown University 1980; J.D., Willamette College of Law 1985"
B001323,Nicholas J. Begich III,Alaska,Representative,"graduated from The Master's Academy, Oviedo, Fla., 1995; B.B.A., Baylor University, Waco, Tex., 1999; M.B.A., Indiana University, Bloomington, Ind., 2002"
B001319,Katie Boyd Britt,Alabama,Senator,"B.S., political science, University of Alabama, 2004; J.D., University of Alabama School of Law, 2013"
T000278,Tommy Tuberville,Alabama,Senator,"B.S., physical education, Southern Arkansas University, 1976; college football coach"
M001212,Barry Moore,Alabama,Representative,"A.S., Enterprise State Junior College, Enterprise, Ala., 1988; attended Troy State University, Troy, Ala.; B.S., Auburn University, Auburn, Ala., 1992"
F000481,Shomari Figures,Alabama,Representative,"B.A., University of Alabama, Tuscaloosa, Ala., 2006; J.D., University of Alabama, Tuscaloosa, Ala., 2010; staff, United States District Court, Eastern District of Missouri, 2011-2012"
R000575,Mike Rogers,Alabama,Representative,"B.A., Jacksonville State University, Jacksonville, Ala., 1981; M.P.A., Jacksonville State University, Jacksonville, Ala., 1984; J.D., Birmingham School of Law, Birmingham, Ala., 1991; member of the Calhoun County, Ala., commission, 1987-1990"
A000055,Robert B. Aderholt,Alabama,Representative,"B.A., Birmingham Southern College, Birmingham, Ala., 1987; J.D., Samford University, Birmingham, Ala., 1990"
S001220,Dale W. Strong,Alabama,Representative,"B.S., Athens State University, Athens, Ala., 1992"
P000609,Gary J. Palmer,Alabama,Representative,"attended Northwest Alabama Junior College, Phil Campbell, Ala., 1972-1974; B.S., University of Alabama, Tuscaloosa, Ala., 1977"
S001185,Terri A. Sewell,Alabama,Representative,"A.B., Princeton University, Princeton, N.J., 1986; M.A., Oxford University, Oxford, England, 1988; J.D., Harvard University, Cambridge, Mass., 1992"
B001236,John Boozman,Arkansas,Senator,"attended the University of Arkansas, Fayetteville, Ark., 1969-1972; graduated Southern College of Optometry, 1977"
C001095,Tom Cotton,Arkansas,Senator,"A.B., Harvard University, Cambridge, Mass., 1998; attended Claremont Graduate University, Claremont, Calif., 1998-1999; J.D., Harvard University, Cambridge, Mass., 2002; United States Army, 2004-2009; clerk, U.S. Court of Appeals, 2002-2003"
C001087,"Eric A. ""Rick"" Crawford",Arkansas,Representative,"B.S., Arkansas State University, Jonesboro, Ark., 1996"
H001072,J. French Hill,Arkansas,Representative,"B.S., Vanderbilt University, Nashville, Tenn., 1979"
W000809,Steve Womack,Arkansas,Representative,"B.A., Arkansas Tech University, Russellville, Ark., 1979; Arkansas Army National Guard, 1979-2009"
W000821,Bruce Westerman,Arkansas,Representative,"B.S., University of Arkansas, Fayetteville, Ark., 1990; M.F., Yale Forestry School, New Haven, Conn., 2001"
R000600,Aumua Amata Coleman Radewagen,American Samoa (US Territory),Representative,"attended Sacred Hearts Academy, Honolulu, Hawaii; B.S., University of Guam, 1975; attended George Mason University, Fairfax, Va.; attended Loyola Marymount University, Los Angeles, Calif."
K000377,Mark Kelly,Arizona,Senator,"B.S., marine engineering and nautical science, United States Merchant Marine Academy, 1986; M.S., aeronautical engineering, United States Naval Postgraduate School, 1994; naval aviator, United States Navy 1987-2012, attaining the rank of captain"
G000574,Ruben Gallego,Arizona,Senator,"A.B., Harvard University, Cambridge, Mass., 2004; United States Marine Corps, 2002-2006; public affairs consultant, 2007-2008; Delegate, Democratic National Convention, 2008"
S001183,David Schweikert,Arizona,Representative,"A.A., Scottsdale Community College, Scottsdale, Ariz., 1985; B.S., Arizona State University, Tempe, Ariz., 1988; M.B.A., Arizona State University, Tempe, Ariz., 2005"
C001132,Elijah Crane,Arizona,Representative,"attended Arizona Western College, Yuma, Ariz., 1999-2000; attended University of Arizona, Tucson, Ariz., 2000-2001; United States Navy, 2001-2014"
A000381,Yassamin Ansari,Arizona,Representative,"B.A., Stanford University, Stanford, Calif., 2014; M. Phil., University of Cambridge, Cambridge, England; staff, United Nations, 2015-2021; member of the Phoenix, Ariz., city council, 2021-2024; vice mayor, Phoenix, Ariz., 2023-2024"
S001211,Greg Stanton,Arizona,Representative,"B.A., Marquette University, Milwaukee, Wis., 1992; J.D., University of Michigan, Ann Arbor, Mich., 1995"
B001302,Andy Biggs,Arizona,Representative,"B.A., Brigham Young University, Provo, Utah, 1982; J.D., University of Arizona, Tucson, Ariz., 1984; M.A., Arizona State University, Tempe, Ariz, 1999"
C001133,Juan Ciscomani,Arizona,Representative,"A.A., Pima Community College, Tucson, Ariz., 2003; B.A., University of Arizona, Tucson, Ariz., 2005; senior program development specialist, University of Arizona, Tucson, Ariz., 2006-2011"
G000606,Adelita S. Grijalva,Arizona,Representative,"B.A., University of Arizona, Tucson, Ariz., 1995"
H001098,Abraham J. Hamadeh,Arizona,Representative,"B.S., Arizona State University, Tempe, Ariz., 2012; J.D., James E. Rogers College of Law, University of Arizona, Tucson, Ariz., 2016; United States Army Reserves, 2016-2022; staff, Maricopa County, Ariz., attorney's office, 2017-2021"
G000565,Paul A. Gosar,Arizona,Representative,"B.S., Creighton University, Omaha, Nebr., 1981; D.D.S., Creighton University, Omaha, Nebr., 1985"
S001150,Adam B. Schiff,California,Senator,"B.A., Stanford University, Stanford, Calif., 1982; J.D., Harvard University, Cambridge, Mass., 1985"
P000145,Alex Padilla,California,Senator,"B.S., Massachusetts Institute of Technology, Cambridge, Mass., 1994"
H001068,Jared Huffman,California,Representative,"B.A., University of California, Santa Barbara, Calif., 1986; J.D., Boston College, Newton, Mass., 1990"
K000401,Kevin Kiley,California,Representative,"A.B., Harvard University, Cambridge, Mass., 2007; J.D., Yale University, New Haven, Conn., 2012; M.A., Loyola Marymount University, Los Angeles, Calif., 2009"
T000460,Mike Thompson,California,Representative,"B.A., California State University, Chico, Calif., 1982; M.A., California State University, Chico, Calif., 1996; United States Army, 1969-1972; California state assembly fellow, 1982-1983; member of the California state senate, 1990-1998"
M001177,Tom McClintock,California,Representative,"B.A., University of California, Los Angeles, Calif., 1978"
B001287,Ami Bera,California,Representative,"B.S., University of California, Irvine, Calif., 1987; M.D., University of California, Irvine, Calif., 1991"
M001163,Doris O. Matsui,California,Representative,"B.A., University of California, Berkeley, Calif., 1966; staff, transition team for President-elect William J. Clinton, 1992-1993"
G000559,John Garamendi,California,Representative,"B.A., University of California, Berkeley, Calif., 1966; M.B.A., Harvard University, Cambridge, Mass., 1970"
H001090,Josh Harder,California,Representative,"B.A., Stanford University, Stanford, Calif., 2008; M.B.A., Harvard University, Cambridge, Mass., 2014; M.P.P., Harvard University, Cambridge, Mass., 2014"
D000623,Mark DeSaulnier,California,Representative,"graduated from Cranwell Preparatory School, Lenox, Mass., 1970; B.A. College of the Holy Cross, Worcester, Mass., 1974; fellow, John F. Kennedy School of Government, Harvard University, Cambridge, Mass., 2003"
P000197,Nancy Pelosi,California,Representative,"graduated from the Institute of Notre Dame, Baltimore, Md., 1958; A.B., Trinity College, 1962; chair, California state Democratic Party, 1981-1983"
S001231,Lateefah Simon,California,Representative,"B.A., Mills College, Oakland, Calif., 2009; M.P.A., University of San Francisco, San Francisco, Calif., 2022"
G000605,Adam Gray,California,Representative,"B.A., University of California, Santa Barbara, Calif., 2000"
M001225,Kevin Mullin,California,Representative,"B.A., University of San Francisco, San Francisco, Calif., 1992; M.P.A., San Francisco State University, San Francisco, Calif., 1998"
L000607,Sam T. Liccardo,California,Representative,"graduated from Bellarmine College Preparatory, San Jose, Calif., 1987; A.B., Georgetown University, Washington, D.C., 1991; M.P.P., Harvard University, Cambridge, Mass., 1996; J.D., Harvard University, Cambridge, Mass., 1996"
K000389,Ro Khanna,California,Representative,"A.B., University of Chicago, Chicago, Ill., 1998; J.D. Yale University, New Haven, Conn., 2001"
L000397,Zoe Lofgren,California,Representative,"B.A., Stanford University, Stanford, Calif., 1970; J.D., Santa Clara University School of Law, Santa Clara, Calif., 1975"
P000613,Jimmy Panetta,California,Representative,"A.A., Monterey Peninsula College, Monterey, Calif., 1989; B.A. University of California, Davis, Calif., 1991; J.D., Santa Clara University, Santa Clara, Calif., 1996; United States Navy Reserve, 2003-2011, Afghanistan War, 2007-2008; clerk, United States Department of State, 1992; ordinary seaman, National Oceanic and Atmospheric Administration, NOAA Ranier, 1992; Alameda County, Calif., deputy district attorney, 1996-2010; Monterey County, Calif., deputy district attorney, 2010-2016; Monterey County, Calif., central Democratic committee vice chairman, 2012-2016"
F000480,Vince Fong,California,Representative,"B.A., University of California, Los Angeles, Calif., 2001; M.P.A., Princeton University, Princeton, N.J., 2003; staff, United States Representative William Marshall Thomas of California, 2003-2007; staff, United States Representative Kevin McCarthy of California, 2007-2016; member of the California state assembly, 2016-2024"
C001059,Jim Costa,California,Representative,"B.A., California State University, Fresno, Calif., 1974; member of the California state assembly, 1978-1994; member of the California state senate, 1994-2002"
V000129,David G. Valadao,California,Representative,"attended College of the Sequoias, Visalia, Calif., 1996-1998"
O000019,Jay Obernolte,California,Representative,"M.S., University of California, Los Angeles, Calif., 1997; D.P.A., California Baptist University, Riverside, Calif., 2020"
C001112,Salud O. Carbajal,California,Representative,"B.A., University of California, Santa Barbara, Calif., 1990; M.A., Fielding Graduate University, Santa Barbara, Calif., 1994; United States Marine Corps Reserve, 1984-1992"
R000599,Raul Ruiz,California,Representative,"B.S., University of California, Los Angeles, Calif., 1994; M.D., Harvard University, Cambridge, Mass., 2001; M.P.P., Harvard University, Cambridge, Mass., 2001; M.P.H., Harvard University, Cambridge, Mass., 2007"
B001285,Julia Brownley,California,Representative,"graduated from Fairfax Hall, Waynesboro, Va., 1970; B.A., Mount Vernon College (now the George Washington University), Washington, D.C., 1975; M.B.A., American University, Washington, D.C., 1979"
W000830,George Whitesides,California,Representative,"A.B., Princeton University, Princeton, N.J., 1996; M.Phil., University of Cambridge, Cambridge, England, 2000"
C001080,Judy Chu,California,Representative,"B.A., University of California, Los Angeles, Calif., 1974; Ph.D., California School of Professional Psychology, Los Angeles, Calif., 1979; professor, Los Angeles City College, Los Angeles, Calif., 1981-1988; professor, East Los Angeles College, Monterey Park, Calif., 1988-2001; member of the Garvey, Calif., school district, 1985-1988; member of the Monterey Park, Calif., city council, 1988-2001; Mayor of Monterey Park, Calif. 1990, 1994, and 1999; member of the California state assembly, 2001-2006; member of the California state board of equalization, 2006-2009; vice chair, 2009"
R000620,Luz M. Rivas,California,Representative,"Ed.M., Harvard University, Cambridge, Mass., 2003"
F000483,Laura Friedman,California,Representative,"B.A., University of Rochester, Rochester, N.Y., 1988"
C001123,"Gilbert Ray Cisneros, Jr.",California,Representative,"B.A., George Washington University, Washington, D.C., 1994; M.B.A., Regis University, Denver, Colo., 2002; M.A., Brown University, Providence, R.I., 2015; United States Navy, 1989-1990, 1994-2004"
S000344,Brad Sherman,California,Representative,"B.A., University of California, Los Angeles, Calif., 1974; J.D., Harvard University, Cambridge, Mass., 1979"
A000371,Pete Aguilar,California,Representative,"B.S., University of Redlands, Redlands, Calif., 2001"
G000585,Jimmy Gomez,California,Representative,"attended Riverside Community College, Riverside, Calif., 1993-1996; B.A., University of California, Los Angeles, Calif., 1999; M.P.P., Harvard University, Cambridge, Mass., 2003"
T000474,Norma J. Torres,California,Representative,"attended Mount San Antonio College, Walnut, Calif., 1999-2000; attended Rio Hondo College, Whittier, Calif.; B.A., National Labor College, Silver Spring, Md., 2012"
L000582,Ted Lieu,California,Representative,"B.A., Stanford University, Stanford, Calif., 1991; B.S., Stanford University, Stanford, Calif., 1991; J.D., Georgetown University, Washington, D.C., 1994; United States Air Force, 1995-1999; United States Air Force Reserve, 2000-2021"
K000400,Sydney Kamlager-Dove,California,Representative,"graduated from Saint Ignatius College Preparatory School, Chicago, Ill.; attended Compton College, Compton, Calif.; B.A., University of Southern California, Los Angeles, Calif., 1994; M.A., Carnegie Mellon University, Pittsburgh, Pa., 1996"
S001156,Linda T. Sánchez,California,Representative,"B.A., University of California, Berkeley, Calif., 1991; J.D., University of California, Los Angeles, Calif., 1995"
T000472,Mark Takano,California,Representative,"A.B., Harvard University, Cambridge, Mass., 1983; M.F.A., University of California, Riverside, Calif., 2010"
K000397,Young Kim,California,Representative,"B.B.A., University of Southern California, Los Angeles, Calif., 1985"
C000059,Ken Calvert,California,Representative,"A.A., Chaffey College, Rancho Cucamonga, Calif., 1973; B.A., San Diego State University, San Diego, Calif., 1975"
G000598,Robert Garcia,California,Representative,"B.A. California State University, Long Beach, Calif., 2002; M.A., University of Southern California, Los Angeles, Calif., 2005; Ed.D., California State University, Long Beach, Calif., 2010"
W000187,Maxine Waters,California,Representative,"B.A., California State University, Los Angeles, Calif., 1970"
B001300,Nanette Diaz Barragán,California,Representative,"B.A., University of California, Los Angeles, Calif., 2000; J.D., University of Southern California, Los Angeles, Calif., 2005"
T000491,Derek Tran,California,Representative,"B.S., Bentley University, Waltham, Mass., 2003; J.D., Glendale University, Glendale, Calif., 2013"
C001110,J. Luis Correa,California,Representative,"B.A., California State University, Fullerton, Calif., 1980; J.D., University of California, Los Angeles, Calif., 1985; M.B.A., University of California, Los Angeles, Calif., 1985"
M001241,Dave Min,California,Representative,"B.A., University of Pennsylvania, Philadelphia, Pa., 1999; B.S., University of Pennsylvania, Philadelphia, Pa., 1999; J.D., Harvard University, Cambridge, Mass., 2002"
I000056,Darrell Issa,California,Representative,"B.A., Siena Heights College, Adrian, Mich., 1976; United States Army, 1970-1980"
L000593,Mike Levin,California,Representative,"B.A., Stanford University, Stanford, Calif., 2001; J.D., Duke University, Raleigh, N.C., 2005"
P000608,Scott H. Peters,California,Representative,"A.B., Duke University, Durham, N.C., 1980; J.D., New York University, New York, N.Y., 1984"
J000305,Sara Jacobs,California,Representative,"B.A., Columbia University, New York, N.Y., 2011; M.I.A., Columbia University, New York, N.Y., 2012; staff, United Nations, 2012-2014; staff, United States Department of State, 2014-2015"
V000130,Juan Vargas,California,Representative,"B.A., University of San Diego, San Diego, Calif., 1983; M.A., Fordham University, Bronx, N.Y., 1987; J.D., Harvard University, Cambridge, Mass., 1991"
H000273,John W. Hickenlooper,Colorado,Senator,"graduated The Haverford School, Haverford, Penn., 1970; B.A., English, Wesleyan University, 1974; M.S., geology, Wesleyan University, 1980"
B001267,Michael F. Bennet,Colorado,Senator,"B.A., Wesleyan University, Middletown, Conn., 1987; J.D., Yale Law School, 1993, editor-in-chief of the Yale Law Journal; counsel to U.S. deputy attorney general 1995-1997; special assistant U.S. attorney, Conn., 1997; managing director, Anschutz Investment Co. 1997-2003; chief of staff to mayor of Denver, Colo., 2003-2005; superintendent, Denver Public Schools 2005-2009"
D000197,Diana DeGette,Colorado,Representative,"B.A., Colorado College, Colorado Springs, Colo., 1979; J.D., New York University, New York, N.Y., 1982"
N000191,Joe Neguse,Colorado,Representative,"B.A., University of Colorado, Boulder, Colo., 2005; J.D., University of Colorado, Boulder, Colo., 2009"
H001100,Jeff Hurd,Colorado,Representative,"B.A., University of Notre Dame, Notre Dame, Ind., 2001; J.D., University of Denver, Denver Colo., 2008; L.L.M., Columbia University, New York, N.Y., 2010"
B000825,Lauren Boebert,Colorado,Representative,
C001137,Jeff Crank,Colorado,Representative,"B.A., Colorado State University, Fort Collins, Colo., 1990; staff, United States Representative Joel Hefley of Colorado, 1991-1998"
C001121,Jason Crow,Colorado,Representative,"B.A., University of Wisconsin, Madison, Wis., 2002; J.D., University of Denver, Denver, Colo., 2009; United States Army, 2002-2006"
P000620,Brittany Pettersen,Colorado,Representative,"B.A., Metropolitan State University of Denver, Denver, Colo., 2006"
E000300,Gabe Evans,Colorado,Representative,"B.A., Patrick Henry College, Purcellville, Virginia, 2009; attending Colorado State University, Fort Collins, Colo.; Virginia Army National Guard, 2007-2009; United States Army, 2009-2019; Colorado Army National Guard, 2009-2019"
M001169,Christopher Murphy,Connecticut,Senator,"B.A., Williams College, Williamstown, Mass., 1996; attended Exeter College, Oxford, England, 1994-1995; J.D., University of Connecticut, Hartford, Conn., 2002"
B001277,Richard Blumenthal,Connecticut,Senator,"graduated Harvard University, B.A., 1967; attended Cambridge University, 1967-1968; graduated Yale University, J.D., 1973"
L000557,John B. Larson,Connecticut,Representative,"B.A., Central Connecticut University, New Britain, Conn., 1971; member of the East Hartford, Conn., board of education, 1977-1979; member of the East Hartford, Conn., town council, 1979-1983"
C001069,Joe Courtney,Connecticut,Representative,"B.A., Tufts University, Medford, Mass., 1975; J.D., University of Connecticut, Storrs, Conn., 1978"
D000216,Rosa L. DeLauro,Connecticut,Representative,"B.A., Marymount College, Tarrytown, N.Y., 1964; attended the London School of Economics, London, England, 1962-1963; M.A., Columbia University, New York, N.Y., 1966; staff, Mayor Frank Logue of New Haven, Conn., 1976-1977"
H001047,James A. Himes,Connecticut,Representative,"A.B., Harvard University, Cambridge, Mass., 1988; M. Phil., Oxford University, Oxford, England, 1990"
H001081,Jahana Hayes,Connecticut,Representative,"A.A., Naugatuck Valley Community College, Waterbury, Conn., 2002; B.A., Southern Connecticut State University, New Haven, Conn., 2005; M.A., University of Saint Joseph, West Hartford, Conn., 2012; attended University of Bridgeport, Bridgeport, Conn., 2014"
N000147,Eleanor Holmes Norton,"Washington D.C. (District of Columbia, US Capitol)",Representative,"B.A., Antioch College, Yellow Springs, Ohio, 1960; M.A., Yale University, New Haven, Conn., 1963; LL.B., Yale University Law School, New Haven, Conn., 1964"
C001088,Christopher A. Coons,Delaware,Senator,"B.A., Amherst College, 1985; J.D., Yale University Law School, 1992; M.A.R., Yale Divinity School, 1992"
B001303,Lisa Blunt Rochester,Delaware,Senator,"graduated from Padua Academy, Wilmington, Del., 1980; B.A., Fairleigh Dickinson University, Rutherford, N.J., 1985; M.A., University of Delaware, Newark, Del., 2003"
M001238,Sarah McBride,Delaware,Representative,"graduated from Cab Calloway School of the Arts, Wilmington, Del., 2009; B.A., American University, Washington, D.C., 2013"
M001244,Ashley Moody,Florida,Senator,"B.S., accounting, University of Florida, 1996; M.A., accounting, University of Florida, 2000; J.D., University of Florida College of Law, 2000; LL.M., international law, Stetson University College of Law, Gulfport, Fla., 2010"
S001217,Rick Scott,Florida,Senator,"B.A., business administration, University of Missouri-Kansas City, 1975; J.D., Southern Methodist University, 1978"
P000622,Jimmy Patronis,Florida,Representative,"A.A., Gulf Coast Community College (now Gulf Coast State College), Panama City, Fla., 1994; B.A., Florida State University, Tallahassee, Fla., 1996"
D000628,Neal P. Dunn,Florida,Representative,"B.S., Washington & Lee University, Lexington, Va., 1975; M.D., George Washington University, Washington, D.C., 1979; United States Army, 1989-2010"
C001039,Kat Cammack,Florida,Representative,"attended the Semester at Sea program, University of Virginia in 2009; B.A., Metropolitan State University of Denver, Denver, Colo., 2011; M.S., Naval War College, Newport, R.I., 2018"
B001314,Aaron Bean,Florida,Representative,"B.S., Jacksonville University, Jacksonville, Fla., 1989"
R000609,John H. Rutherford,Florida,Representative,"attended Jacksonville Junior College, Jacksonville, Fla.; B.S., Florida State University, Tallahassee, Fla., 1974; graduated from Federal Bureau of Investigation National Academy, Quantico, Va."
F000484,Randy Fine,Florida,Representative,"A.B., Harvard University, Cambridge, Mass., 1996; M.B.A., Harvard University, Cambridge, Mass., 1998"
M001216,Cory Mills,Florida,Representative,"A.A., Florida State College, Jacksonville, Fla., 2005; B.S., American Military University, Charles Town, W. Va., 2010"
H001099,Mike Haridopolos,Florida,Representative,"B.A., Stetson University, DeLand, Fla., 1992; M.A., University of Arkansas, Fayetteville, Ark., 1993; faculty member, Brevard Community College (now Eastern Florida State College), Melbourne, Fla.; member of the Florida state house of representatives, 2000-2003; member of the Florida state senate, 2003-2012, president, 2010-2012; faculty member, University of Florida, Gainesville, Fla., 2008-2014"
S001200,Darren Soto,Florida,Representative,"B.A., Rutgers College, New Brunswick , N.J., 2000; J.D., George Washington University, Washington, D.C., 2004"
F000476,Maxwell Frost,Florida,Representative,"graduated from Osceola County School for the Arts, Kissimmee, Fla.; attended the Valencia College, Orlando, Fla."
W000806,Daniel Webster,Florida,Representative,"B.E.E., Georgia Institute of Technology, Atlanta, Ga., 1971"
B001257,Gus M. Bilirakis,Florida,Representative,"attended St. Petersburg Junior College, St. Petersburg, Fla., 1981-1983; B.A., University of Florida, Gainesville, Fla., 1986; J.D., Stetson University, St. Petersburg, Fla., 1989"
L000596,Anna Paulina Luna,Florida,Representative,"B.S., University of West Florida, Pensacola, Fla., 2018; United States Air Force, 2009-2014; Oregon Air National Guard, 2017-2018"
C001066,Kathy Castor,Florida,Representative,"B.A., Emory University, Atlanta, Ga., 1988; J.D., Florida State University, Tallahassee, Fla., 1991"
L000597,Laurel M. Lee,Florida,Representative,"B.A., University of Florida, Gainesville, Fla.; J.D., University of Florida, Gainesville, Fla., 1999"
B001260,Vern Buchanan,Florida,Representative,"B.B.A., Cleary University, Ann Arbor, Mich., 1975; M.B.A., University of Detroit, Detroit, Mich., 1986; Michigan Air National Guard, 1970-1976"
S001214,W. Gregory Steube,Florida,Representative,"B.S., University of Florida, Gainesville, Fla., 2000; J.D., University of Florida, Gainesville, Fla., 2003; United States Army, 2004-2008, Operation Iraqi Freedom, 2006-2007; member of the Florida state house of representatives, 2010-2016; member of the Florida state senate, 2016-2018"
F000472,Scott Franklin,Florida,Representative,"B.S., United States Naval Academy, Annapolis, Md., 1986; M.B.A., Embry-Riddle Aeronautical University, Daytona Beach, Fla., 1994; attended the Air Command and Staff College, Montgomery, Ala.; United States Navy, 1986-2000; United States Navy Reserve, 2000-2012"
D000032,Byron Donalds,Florida,Representative,"attended Florida A&M University, Tallahassee, Fla., 1996-1999; B.A., Florida State University, Tallahassee, Fla., 2002"
M001199,Brian J. Mast,Florida,Representative,"attended Palm Beach Atlantic University, West Palm Beach, Fla., 2000-2002; attended American Military University, Charles Town, W.Va., 2008-2010; A.L.B., Harvard University Extension School, Cambridge, Mass., 2016; United States Army, 2000-2012"
F000462,Lois Frankel,Florida,Representative,"B.A., Boston University, Boston, Mass., 1970; J.D., Georgetown University, Washington, D.C., 1973"
M001217,Jared Moskowitz,Florida,Representative,"B.A., George Washington University, Washington, D.C., 2003; J.D., Nova Southeastern University, Davie, Fla., 2007"
W000808,Frederica S. Wilson,Florida,Representative,"B.S., Fisk University, Nashville, Tenn., 1963; M.S., University of Miami, Coral Gables, Fla., 1972"
W000797,Debbie Wasserman Schultz,Florida,Representative,"B.A., University of Florida, Gainesville, Fla., 1988; M.A., University of Florida, Gainesville, Fla., 1990; staff, United States Representative Peter Deutsch of Florida, 1989-1992; member of the Florida state house of representatives, 1992-2000; member of the Florida state senate, 2000-2004"
D000600,Mario Diaz-Balart,Florida,Representative,"attended the University of South Florida, Tampa, Fla."
S000168,Maria Elvira Salazar,Florida,Representative,"graduated from the Deerborne School, Coral Gables, Fla., 1979; B.A., University of Miami, Coral Gables, Fla., 1983; M.P.A., Harvard University, Cambridge, Mass., 1995"
G000593,Carlos A. Gimenez,Florida,Representative,"B.P.A., Barry University, Miami Shores, Fla., 1999; attended Harvard University, Cambridge, Mass., 1993"
O000174,Jon Ossoff,Georgia,Senator,"graduated The Paideia School, Atlanta, Ga., 2005; B.S., Georgetown University School of Foreign Service, 2009; M.S., London School of Economics, 2013; intern in the office of Georgia Representative John Lewis, 2004"
W000790,Raphael G. Warnock,Georgia,Senator,"B.A., psychology, Morehouse College, 1991"
C001103,"Earl L. ""Buddy"" Carter",Georgia,Representative,"A.A., Young Harris College, Young Harris, Ga., 1977; B.S., University of Georgia, Athens, Ga., 1980"
B000490,"Sanford D. Bishop, Jr.",Georgia,Representative,"B.A., Morehouse College, Atlanta, Ga., 1968; J.D., Emory University, Atlanta, Ga., 1971"
J000311,Brian Jack,Georgia,Representative,"graduated from Woodward Academy, College Park, Ga.; B.A., Pepperdine University, Malibu, Calif., 2010"
J000288,"Henry C. ""Hank"" Johnson, Jr.",Georgia,Representative,"B.A., Clark College (Clark Atlanta University), Atlanta, Ga., 1976; J.D., Thurgood Marshall School of Law, Texas Southern University, Houston, Tex., 1979"
W000788,Nikema Williams,Georgia,Representative,"B.A., Talladega College, Talladega, Ala., 2000"
M001208,Lucy McBath,Georgia,Representative,"B.A., Virginia State University, Petersburg, Va., 1982; flight attendant"
M001218,Richard McCormick,Georgia,Representative,"B.S., Oregon State University, Corvallis, Oreg., 1990; M.B.A., National University, San Diego, Calif.; M.D., Morehouse School of Medicine, Atlanta, Ga., 2010; United States Marine Corps, 1990-2006; instructor, Morehouse College, Atlanta, Ga."
S001189,Austin Scott,Georgia,Representative,"graduated from Tiftarea Academy, Chula, Ga., 1987; B.B.A., University of Georgia, Athens, Ga., 1993"
C001116,Andrew S. Clyde,Georgia,Representative,"attended the University of Notre Dame, Notre Dame, Ind.; B.B.A., Bethel College, Mishawaka, Ind., 1985; M.B.A., University of Georgia, Athens, Ga., 1999; United States Navy, 1985-1996; United States Navy Reserve, 1996-2013"
C001129,Mike Collins,Georgia,Representative,"graduated from Piedmont Academy, Monticello, Ga., 1985; B.B.A., Georgia State University, Atlanta, Ga., 1990"
L000583,Barry Loudermilk,Georgia,Representative,"A.A., United States Air Force Community College, 1987; B.S., Wayland Baptist University, Plainview, Tex., 1992; United States Air Force, 1984-1992; chairman, Bartow County, Ga., Republican Party, 2001-2004"
A000372,Rick W. Allen,Georgia,Representative,"B.S., Auburn University, Auburn, Ala., 1973"
F000485,Clay Fuller,Georgia,Representative,"attended Cheshire Academy, Cheshire, Conn., 2000; B.A., Emory University, Atlanta, Ga.; M.P.A., Cornell University, Ithaca, N.Y.; J.D., Dedman School of Law, Southern Baptist University, Dallas, Tex., 2009; M.M.O.A.S., Air University; U.S. Air Force, 2010-2014; Alabama Air National Guard, 2014-present; Lookout Mountain, Ga., judicial circuit, assistant district attorney, 2015-2018; White House fellow during the Donald J. Trump administration, 2018-2019; Lookout Mountain, Ga., judicial circuit, district attorney, 2023-2026"
M001219,James C. Moylan,Guam (US Territory),Representative,"B.S., University of Guam, Mangilao, Guam"
S001194,Brian Schatz,Hawaii,Senator,"attended Punahou School in Honolulu, Hawaii; B.A. Pomona College 1994"
H001042,Mazie K. Hirono,Hawaii,Senator,"B.A., University of Hawaii, Manoa, Hawaii, 1970; J.D., Georgetown University, Washington, D.C., 1978"
C001055,Ed Case,Hawaii,Representative,"B.A., Williams College, Williamstown, Mass., 1975; J.D., University of California, San Francisco, Calif., 1981"
T000487,Jill N. Tokuda,Hawaii,Representative,"B.A., George Washington University, Washington, D.C., 1997"
G000386,Chuck Grassley,Iowa,Senator,"attended the public schools; graduated, University of Northern Iowa, Cedar Falls 1955; received a graduate degree from the same university in 1956; pursued graduate work, University of Iowa, Iowa City 1957-1958"
E000295,Joni Ernst,Iowa,Senator,"B.A., Iowa State University, 1992; M.P.A., Columbus College (now Columbus State University), Columbus, Ga., 1995; United States Army Reserves, 1993-2001; Iowa Army National Guard, 2001-present, attaining the rank of lieutenant colonel; auditor of Montgomery County, Iowa, 2005-2011; member of the Iowa state senate 2011-2014"
M001215,Mariannette Miller-Meeks,Iowa,Representative,"attended San Antonio Junior College, San Antonio, Texas; B.S.N., Texas Christian University, Fort Worth, Texas, 1976; M.S., University of Southern California, Los Angeles, Calif., 1980; M.D., University of Texas Health Science Center, San Antonio, Texas, 1986; United States Army, 1976-1982; United States Army Reserve, 1983-2000; assistant professor, University of Michigan, 1991-1994; assistant professor, University of Iowa, 1994-1997"
